EMPLOYER_KEY,EMPLOYER_NAME,Certified_LCAs,New_Employment_Approval,Most_Common_SOC,Median_Prevailing_Wage_Level,Median_Annualized_Prevailing_Wage
delfersbusinesssolutions,DELFERS BUSINESS SOLUTIONS,1,0,Business Intelligence Analysts,I,82763
delfidiagnostics,Delfi Diagnostics,2,0,Bioinformatics Scientists,III,133879.5
delightfarm,DELIGHT FARM,1,0,Food Scientists and Technologists,II,58677
delkindustries,DELK INDUSTRIES,1,0,Commercial and Industrial Designers,II,52437
deloittefinancialadvisoryservicesllp,Deloitte Financial Advisory Services LLP,2,0,Data Scientists,II,111966
deloittellp,Deloitte LLP,8,0,Management Analysts,IV,149510.5
deloitteserviceslp,Deloitte Services LP,30,0,Software Developers,II,134014
deloittetransactionsandbusinessanalyticsllp,Deloitte Transactions and Business Analytics LLP,21,0,Financial and Investment Analysts,II,96034
delphixcorp,Delphix Corp,2,0,Architectural and Engineering Managers,II,152672
deltacomputerconsulting,Delta Computer Consulting,10,0,Software Developers,II,126786.40000000001
deltaconsultinggroup,Delta Consulting Group,1,0,Civil Engineers,IV,126922
deltadentalofcalifornia,Delta Dental Of California,17,0,Software Developers,II,143582
deltadentalofiowa,Delta Dental of Iowa,1,0,Computer Programmers,IV,100693
deltadentalofmichigan,Delta Dental of Michigan,6,0,Software Developers,IV,111072
deltaelectronicsautomotiveamericas,DELTA ELECTRONICS AUTOMOTIVE AMERICAS,2,0,Software Developers,IV,132350
deltaelectronicsusa,DELTA ELECTRONICS (USA),1,0,Architectural and Engineering Managers,II,155438
deltafaucetcompany,Delta Faucet Company,1,0,Manufacturing Engineers,III,91478
deltaintelligentbuildingtechnologiesusa,Delta Intelligent Building Technologies (USA),1,0,"Electronics Engineers, Except Computer",II,112798
deltamaterialservices,Delta Material Services,1,0,Operations Research Analysts,II,69451
deltaresearch,Delta Research,1,0,Architectural and Engineering Managers,IV,181813
deltek,Deltek,1,0,Software Developers,NA,126681
demandbase,Demandbase,1,0,Software Developers,III,180960
dembiopharma,DEM BioPharma,1,0,Molecular and Cellular Biologists,II,85841.6
demidchiklawfirm,Demidchik Law Firm,1,0,Lawyers,I,112070
demidchiklawfirmpc,Demidchik Law Firm PC,1,0,Interpreters and Translators,III,69493
demingpublicschools,Deming Public Schools,2,0,"Elementary School Teachers, Except Special Education",NA,56953.57
democracyprepnewyorkcharterschools,Democracy Prep New York Charter Schools,1,0,"Secondary School Teachers, Except Special and Career/Technical Education",I,65130
demystdataltd,"DEMYST DATA, LTD",2,0,Database Architects,III,154159
denaliboroughschooldistrict,Denali Borough School District,2,0,"Special Education Teachers, All Other",II,61387
dencityworksarchitecturep,DENCITYWORKS ARCHITECTURE P,2,0,"Architects, Except Landscape and Naval",I,76637.5
denovosystems,DeNovo Systems,4,0,Software Developers,II,97521
densotenamericalimited,DENSO TEN AMERICA Limited,1,0,"Electronics Engineers, Except Computer",II,105498
dentalanatomyfolsom,DENTAL ANATOMY FOLSOM,1,0,"Dentists, General",II,139402
dentalassociatesltdofwisconsin,DENTAL ASSOCIATES LTD. OF WISCONSIN,1,0,"Dentists, All Other Specialists",III,166088
dentalassociatesofrockhillcrossing,DENTAL ASSOCIATES OF ROCK HILL CROSSING,1,0,"Dentists, General",II,188510.4
dentalexcellenceofallentownpc,Dental Excellence of Allentown PC,1,0,Database Administrators,II,77043
dentalprofessionalsofpennsylvaniapc,Dental Professionals of Pennsylvania PC,1,0,"Dentists, General",II,122782
dentistinbloomingdale,Dentist in Bloomingdale,1,0,"Dentists, General",II,120682
departmentofstatehospitalscoalinga,Department of State Hospitals - Coalinga,3,0,Recreational Therapists,NA,93324
departmentofveteranaffairs,Department of Veteran Affairs,1,0,"Physicians, All Other",NA,239200
depauluniversity,DePaul University,14,0,"Software Developers, Non R&D",I,53060
depuysynthesproducts,DePuy Synthes Products,1,0,Software Developers,III,127878
depuysynthessales,DePuy Synthes Sales,1,0,Statisticians,III,142771
dequesystems,Deque Systems,3,0,Software Developers,II,110968
derive,Derive,1,0,Software Developers,III,90646
dermacare,Dermacare,1,0,Computer and Information Systems Managers,IV,212514
desalesuniversity,DeSales University,1,0,"Health Specialties Teachers, Postsecondary",I,53190
deseretnewspublishingcompany,Deseret News Publishing Company,1,0,"News Analysts, Reporters, and Journalists",III,58053
desertcounselingrecoveryservices,Desert Counseling & Recovery Services,1,0,Mental Health Counselors,I,44324.799999999996
desideacorporation,DesIDEA Corporation,5,0,Computer Programmers,II,106662
designerbrands,Designer Brands,8,0,Database Architects,II,98508.5
designloft,DESIGN LOFT,1,0,Interior Designers,I,56680
designmindbusinesssolutions,DesignMind Business Solutions,1,0,Information Technology Project Managers,III,139589
designwestengineering,Design West Engineering,1,0,Architectural and Engineering Managers,III,171330
designworkshop,Design Workshop,1,0,Landscape Architects,I,50939.2
desmoinesindependentcommunityschooldistrict,Des Moines Independent Community School District,1,0,"Secondary School Teachers, Except Special and Career/Technical Education",NA,47500
destinitsolutions,Destin IT Solutions,17,0,Software Developers,II,105997
detroitlabs,Detroit Labs,1,0,Software Developers,III,114691
detroitsealingcomponents,Detroit Sealing Components,1,0,Financial and Investment Analysts,II,80891
detroittoolmetalproducts,Detroit Tool Metal Products,2,0,Financial and Investment Analysts,I,64032.5
deutzcorporation,DEUTZ Corporation,2,0,Industrial Engineers,III,90376
devconconstruction,Devcon Construction,1,0,Construction Managers,II,123386
devenneygroupltd,Devenney Group Ltd,1,0,"Architects, Except Landscape and Naval",II,80205
devinfra,DevInfra,2,0,Software Developers,IV,190486
devmih,DEVMIH,1,0,Financial Managers,I,84781
devotechnology,Devo Technology,1,0,Software Quality Assurance Analysts and Testers,III,126838
devrabbititsolutions,Devrabbit IT Solutions,1,0,Software Developers,II,121451
devusolutions,Devu Solutions,3,0,Software Developers,I,84094
dexcare,DexCare,1,0,Software Developers,III,151819
dexeroususa,DEXEROUSUSA,2,0,Computer Systems Engineers/Architects,II,90043.2
dexterdental,Dexter Dental,1,0,"Dentists, General",I,79914
dextrapartners,Dextra Partners,1,0,Financial and Investment Analysts,II,115731
dhanuglobalenterprisesincorporation,"Dhanu Global Enterprises, Incorporation",2,0,Software Developers,III,127878
dharamlallysmith,DHARAM LALLY & SMITH,1,0,Cost Estimators,III,92456
dharanijasthidmdpc,Dharani Jasthi DMD P.C,1,0,Network and Computer Systems Administrators,II,97198
dhruvaadvisorsusa,Dhruva Advisors USA,1,0,Accountants and Auditors,IV,146037
diacocontracting,Diaco Contracting,1,0,Civil Engineers,II,96138
dialightcorporation,Dialight Corporation,1,0,Mechanical Engineers,II,94286
diality,Diality,1,0,Bioengineers and Biomedical Engineers,IV,124717
dialpad,Dialpad,1,0,Software Developers,IV,206315
diametercapitalpartnerslp,Diameter Capital Partners LP,1,0,Financial and Investment Analysts,II,115731
diamondlawprofessionalcorporation,"Diamond Law, Professional Corporation",1,0,Lawyers,II,153254.40000000002
diamondpick,DIAMONDPICK,1,0,Software Developers,III,132267
diamondringga2,Diamond Ring GA 2,1,0,Market Research Analysts and Marketing Specialists,II,63107
dianaintelligencecorpdbadianahr,Diana Intelligence Corp. dba Diana HR,1,0,Human Resources Specialists,IV,130811
diasysdiagnosticsystemsusa,DiaSys Diagnostic Systems USA,1,0,"Medical Scientists, Except Epidemiologists",IV,103376
diaztradelawpa,Diaz Trade Law P.A,1,0,Lawyers,I,118664
dibbleassociatesconsultingengineers,Dibble & Associates Consulting Engineers,1,0,Civil Engineers,III,94245
dibitmeasuringtechniqueusa,Dibit Measuring Technique USA,1,0,Architectural and Engineering Managers,I,115752
diceitsolutions,DICE IT SOLUTIONS,5,0,Computer Systems Analysts,II,103022
dicksonadministration,Dickson Administration,1,0,Computer Systems Analysts,III,117998
dickssportinggoods,Dick's Sporting Goods,3,0,Software Developers,III,132267
didero,Didero,2,0,Software Developers,III,151819
dieomaticincorporated,Dieomatic Incorporated,1,0,Manufacturing Engineers,IV,109928
digeratisystems,Digerati Systems,1,0,Software Developers,I,84094
digicert,DigiCert,11,0,Software Quality Assurance Analysts and Testers,IV,139880
digicomelectronics,Digicom Electronics,2,0,Database Administrators,I,60725.5
digilens,Digilens,1,0,Materials Engineers,II,119496
digisignals,DigiSignals,1,0,Software Developers,III,163862
digitalaisoftware,Digital.ai Software,1,0,Sales Engineers,II,124384
digitalalchemynorthamerica,Digital Alchemy (North America),1,0,Database Administrators,II,89586
digitalalphatechnologies,Digital Alpha Technologies,1,0,Software Developers,III,127878
digitalbytes,DIGITALBYTES,4,0,Software Developers,III,119735
digitaldhara,DIGITALDHARA,1,0,Computer Programmers,II,83179
digitalera,Digitalera,2,0,Software Developers,II,110396
digitalfederalcreditunion,Digital Federal Credit Union,1,0,Software Developers,III,147846
digitalfirstholdingsdbacandescent,Digital First Holdings (d/b/a Candescent),3,0,Architectural and Engineering Managers,IV,154374.11
digitalgamingcorporationusa,Digital Gaming Corporation USA,2,0,Sales Managers,II,120578
digitalinsights,Digital Insights,6,0,Software Developers,II,100266.5
digitalinsurance,Digital Insurance,1,0,Financial Quantitative Analysts,II,85280
digitalis,Digitalis,8,0,Software Developers,II,105986.5
digitalitechnology,Digital iTechnology,2,0,Information Technology Project Managers,II,93059.3
digitalriver,Digital River,2,0,Software Developers,IV,128618.5
digitalroom,Digital Room,1,0,Software Developers,NA,101318
digitalscripts,DIGITAL SCRIPTS,5,0,Software Developers,II,108826
digitalsoft,DigitalSoft,1,0,Software Developers,II,105997
digitalsoftware,DIGITAL SOFTWARE,2,0,Software Developers,II,110396
digitaltechnologysolutions,Digital Technology Solutions,2,0,Software Developers,II,110438
digitalterrain,DIGITAL TERRAIN,9,0,Network and Computer Systems Administrators,I,68598
digitalturbine,Digital Turbine,2,0,Business Intelligence Analysts,II,131373
digitalwavetechnology,Digital Wave Technology,1,0,"Computer Occupations, All Other",IV,116563
digitas,Digitas,1,0,Data Scientists,III,141170
digiteksoftware,DIGITEK SOFTWARE,5,0,Software Developers,III,132080
digixform,DIGIXFORM,2,0,Software Developers,I,109928.1
digstudio,Dig Studio,1,0,Urban and Regional Planners,III,84219
diligentetechnologies,Diligente Technologies,1,0,Software Developers,IV,155709
diligentgroup,Diligent Group,1,0,Software Developers,II,122699.2
dilmil,Dil Mil,1,0,Software Developers,IV,206315
dimensionconsulting,DIMENSION CONSULTING,2,0,Computer Systems Analysts,II,105019
dimensionshealthcorporation,Dimensions Health Corporation,1,0,Information Technology Project Managers,III,109366
dimensionsitsolutions,DIMENSIONS IT SOLUTIONS,7,0,Software Developers,II,105997
dimockcommunityhealthcenter,Dimock Community Health Center,2,0,"Dentists, General",I,91811
dimplexthermalsolutions,Dimplex Thermal Solutions,1,0,Mechanical Engineers,II,84926
diodedynamics,Diode Dynamics,1,0,Mechanical Engineers,II,80184
diplomacycenterfoundation,Diplomacy Center Foundation,1,0,Fundraisers,II,63211
dipnarx,DIPNA RX,1,0,Market Research Analysts and Marketing Specialists,II,79789
diraimondoschroederllp,DiRaimondo & Schroeder LLP,1,0,Lawyers,II,153254
directmortgagecorporation,Direct Mortgage Corporation,1,0,"Computer Occupations, All Other",II,76190
discerenegrouplp,Discerene Group LP,1,0,Financial and Investment Analysts,III,141960
discoverycommunications,Discovery Communications,19,0,Software Developers,IV,141170
discoveryeducationservices,Discovery Education Services,3,0,"Secondary School Teachers, Except Special and Career/Technical Education",II,53250
disneystreamingenterprisesservicesco,DISNEY STREAMING ENTERPRISES SERVICES CO,2,0,Database Architects,IV,157164.5
disqo,Disqo,2,0,Software Developers,IV,130780
disquaredservices,DI Squared Services,1,0,Software Developers,II,105227
dissonanceai,Dissonance AI,1,0,Computer and Information Systems Managers,III,168002
distacart,Distacart,1,0,Chief Executives,I,144248
distechamericafkaharborelectronics,DIS Tech America. f/k/a Harbor Electronics,1,0,Computer Hardware Engineers,II,153774
distinctengineeringsolutions,DISTINCT ENGINEERING SOLUTIONS,2,0,Environmental Engineers,III,79601.6
distribyte,Distribyte,1,0,Operations Research Analysts,I,82784
district742communityschools,District 742 Community Schools,6,0,"Elementary School Teachers, Except Special Education",NA,49141
districtmedicalgroup,District Medical Group,2,0,General Internal Medicine Physicians,II,203372
districtofcolumbiabar,District of Columbia Bar,1,0,Software Developers,II,105997
districtofcolumbiahealthbenefitexchangeauthority,District of Columbia Health Benefit Exchange Authority,2,0,Computer and Information Systems Managers,III,152745
disyssolutions,DISYS Solutions,3,0,Computer Network Architects,II,127421
diversifiedautomation,DIVERSIFIED AUTOMATION,1,0,Electrical Engineers,II,75629
diversifiedservicesforoccupationaltherapyphysicaltherapyspeechlanguagepathologyandaudiology,"Diversified Services for Occupational Therapy, Physical Therapy, Speech-Language Pathology and Audiology",1,0,Physical Therapists,I,64272
diversitechcorporation,DiversiTech Corporation,1,0,Software Developers,III,127504
divert,Divert,2,0,Software Developers,III,147846
dividecountyschooldistrict,Divide County School District,1,0,Speech-Language Pathologists,I,57866
divisions,Divisions,1,0,Software Developers,IV,149947
divissolutions,Divis Solutions,7,0,Computer Systems Engineers/Architects,II,85634
divittechnologies,Divit Technologies,1,0,Software Developers,II,105997
dixonconstructionservices,Dixon Construction Services,1,0,Civil Engineers,III,90147
djiservice,DJI Service,1,0,Industrial Engineers,III,113069
djo,DJO,2,0,Industrial Engineers,III,110594
dkhospitality,DK Hospitality,1,0,Data Scientists,II,93974
dlbassociatesconsultingengineerspc,"DLB Associates Consulting Engineers, PC",1,0,Mechanical Engineers,III,103792
dlccapitalmanagement,DLC Capital Management,1,0,Supply Chain Managers,I,57658
dlhcorp,DLH Corp,3,0,Software Quality Assurance Analysts and Testers,IV,139880
dlpconemaughphysicianpractices,DLP Conemaugh Physician Practices,1,0,"Physicians, All Other",II,127525
dlpwilsonphysicianpractices,DLP Wilson Physician Practices,1,0,"Physicians, All Other",II,145059
dlrasubsidiaryofdigitalrealtytrust,"DLR, a subsidiary of Digital Realty Trust",1,0,Data Scientists,III,94266
dmbhealthatcorpus,dMb Health at Corpus,1,0,Pharmacists,II,107848
dmf,DMF,2,0,Computer Systems Analysts,I,100984
dmlogicassociatescorp,DM LOGIC ASSOCIATES CORP,3,0,Software Developers,II,108826
dmtalentholdings,DM Talent Holdings,1,0,Accountants and Auditors,I,58843
dmtlawfirmpc,DMT Law Firm PC,1,0,Lawyers,I,112070
dnanexus,DNANEXUS,1,0,Bioinformatics Scientists,IV,174096
dndcapplicationsresearchandtraining,DNDC Applications Research and Training,2,0,Remote Sensing Scientists and Technologists,III,111820.5
dnprservices,DNPR SERVICES,1,0,Software Developers,IV,132350
dnvenergyinsightsusa,DNV Energy Insights USA,6,0,"Energy Engineers, Except Wind and Solar",III,121087
dnvenergyservicesusa,DNV Energy Services USA,2,0,"Energy Engineers, Except Wind and Solar",IV,109076
dnwandassociates,DNW and Associates,1,0,Accountants and Auditors,I,61526.399999999994
docmagic,Docmagic,1,0,Software Developers,IV,176134
docmation,Docmation,5,0,Software Developers,III,127504
docmatter,DocMatter,2,0,Operations Research Analysts,II,110593.5
docomopacific,DOCOMO PACIFIC,3,0,Architectural and Engineering Managers,III,95493
doctorkprivatemedicinep,Doctor K Private Medicine P,1,0,Dietitians and Nutritionists,IV,94224
doctorsexchangeofwashingtonpc,"Doctor's Exchange of Washington, P.C",1,0,Optometrists,I,112673.6
doctorsunited,DOCTORS UNITED,1,0,Physical Therapists,II,93309
dodgedataanalytics,Dodge Data & Analytics,1,0,Database Administrators,IV,138112
doelegal,doeLEGAL,1,0,Software Developers,II,105206
dofsubseausa,DOF Subsea USA,1,0,Supply Chain Managers,I,65853
doitinternationalusa,DoiT International USA,2,0,Data Scientists,IV,148949
dolbylaboratorieslicensingcorporation,Dolby Laboratories Licensing Corporation,6,0,Software Developers,II,159426
dollarfinancialgroup,DOLLAR FINANCIAL GROUP,1,0,Software Developers,I,130250
dollargeneralcorporation,Dollar General Corporation,11,0,Software Developers,III,116438
dollartreemanagement,Dollar Tree Management,1,0,Computer Systems Analysts,III,118102
