instnm,ein
PCI Academy-Iowa City,421102056
PCI Academy-Plymouth,421102056
PCI College,954666872
PCI Health Training Center,752334026
Pearl River Community College,646000960
Pearlands Innovative School of Beauty,471488056
Peirce College,231627436
Pellissippi State Community College,620938734
Peloton College,203072021
Peloton College,203072021
Peninsula College,910824213
Penn Commercial Business/Technical School,251327056
Pennco Tech-Blackwood,231891908
Pennco Tech-Bristol,231891908
Pennsylvania Academy of the Fine Arts,231352256
Pennsylvania College of Art and Design,232215278
Pennsylvania College of Health Sciences,61645496
Pennsylvania College of Technology,232564508
Pennsylvania Gunsmith School,251680908
Pennsylvania Highlands Community College,251721929
Pennsylvania Institute of Technology,231543518
Pennsylvania State System of Higher Education-Central Office,232250505
Pennsylvania State University-Main Campus,246000376
Pennsylvania State University-Penn State Abington,246000376
Pennsylvania State University-Penn State Altoona,246000376
Pennsylvania State University-Penn State Beaver,246000376
Pennsylvania State University-Penn State Berks,246000376
Pennsylvania State University-Penn State Brandywine,246000376
Pennsylvania State University-Penn State DuBois,246000376
Pennsylvania State University-Penn State Erie-Behrend College,246000376
Pennsylvania State University-Penn State Fayette- Eberly,246000376
Pennsylvania State University-Penn State Great Valley,246000376
Pennsylvania State University-Penn State Greater Allegheny,246000376
Pennsylvania State University-Penn State Harrisburg,246000376
Pennsylvania State University-Penn State Hazleton,246000376
Pennsylvania State University-Penn State Lehigh Valley,246000376
Pennsylvania State University-Penn State Mont Alto,246000376
Pennsylvania State University-Penn State New Kensington,246000376
Pennsylvania State University-Penn State Schuylkill,246000376
Pennsylvania State University-Penn State Scranton,246000376
Pennsylvania State University-Penn State Shenango,246000376
Pennsylvania State University-Penn State Wilkes-Barre,246000376
Pennsylvania State University-Penn State York,246000376
Pennsylvania State University-World Campus,246000376
Pennsylvania Western University,251508140
Penrose Academy,203170436
Pensacola School of Massage Therapy & Health Careers,263608959
Pensacola State College,591207555
Penta County Joint Vocational School,340946365
Pentecostal Theological Seminary,510195363
Pepperdine University,951644037
Peralta Community College System Office,941590799
Perry Technical Institute,910570848
Personal Touch Beauty and Barber College,882284600
Peru State College,611573095
Pets Playground Grooming School,582582402
Pfeiffer University,560529990
Phagans Beauty College,931004685
Phagans Central Oregon Beauty College,931004685
Phagans Grants Pass College of Beauty,931004685
Phagans Medford Beauty School,931004685
Phagans School of Beauty,931004685
Phagans School of Hair Design,931224134
Philadelphia College of Osteopathic Medicine,231355135
Philadelphia Technician Training,271906132
Philander Smith University,710239729
Phillips Community College of the University of Arkansas,690710001
Phillips Theological Seminary,731303821
Phipps Academy of Barbering,364421782
Phoenix College,860185552
Phoenix Institute of Herbal Medicine & Acupuncture,860763635
Phoenix Seminary,860711495
PiBerry Institute,273320157
Pickaway Ross Joint Vocational School District,310817518
Pickens Technical College,846000870
Piedmont Community College,560990351
Piedmont Technical College,570476862
Piedmont University,580566212
Piedmont Virginia Community College,541268264
Pierce College District,910821742
Pierpont Community and Technical College,320260490
Pike-Lincoln Technical Center,436004306
Pikes Peak State College,9802816
Pillar College,237075340
Pima Community College,860208787
Pima Medical Institute-Albuquerque,860260863
Pima Medical Institute-Aurora,860260863
Pima Medical Institute-Chula Vista,860260863
Pima Medical Institute-Colorado Springs,860260863
Pima Medical Institute-Denver,860260863
Pima Medical Institute-Dillon,860260863
Pima Medical Institute-East Valley,860260863
Pima Medical Institute-El Paso,860260863
Pima Medical Institute-Houston,860260863
Pima Medical Institute-Las Vegas,860260863
Pima Medical Institute-Mesa,860260863
Pima Medical Institute-Phoenix,860260863
Pima Medical Institute-Renton,860260863
Pima Medical Institute-San Antonio,860260863
Pima Medical Institute-San Marcos,860260863
Pima Medical Institute-Seattle,860260863
Pima Medical Institute-Tucson,860260863
Pine Technical & Community College,411687554
Pinellas Technical College-Clearwater,596000799
Pinellas Technical College-St. Petersburg,596000799
Pineville Beauty School,720644663
Pinnacle Career Institute,430971209
Pinnacle Institute of Cosmetology,412143594
Pioneer Career and Technology Center,340971791
Pioneer Technology Center,730936470
Pipo Academy of Hair Design,741546607
PITC Institute,232746788
Pitt Community College,560793335
Pittsburg State University,486119268
Pittsburgh Institute of Aeronautics,250912618
Pittsburgh Institute of Mortuary Science Inc,251186257
Pittsburgh Technical College,810903939
Pittsburgh Theological Seminary,250965473
Pitzer College,952261113
Pivot Point Academy,474734260
PJ's College of Cosmetology-Bowling Green,351325815
PJ's College of Cosmetology-Clarksville,351282799
PJ's College of Cosmetology-Glasgow,351655603
PJ's College of Cosmetology-Richmond,351623331
Platt College-Anaheim,262806243
Platt College-Aurora,841127238
Platt College-Los Angeles,262806243
Platt College-Ontario,262806243
Platt College-Riverside,262806243
Plaza College,111193290
Plymouth State University,26000937
PMCA Pittsburgh Multicultural Cosmetology Academy,352348475
Point Loma Nazarene University,951644035
Point Park University,251094922
Point University,586044761
Polaris Career Center,341041874
Polk State College,591209033
Polytech Adult Education,516000279
Polytechnic University of Puerto Rico-Miami,660362666
Polytechnic University of Puerto Rico-Orlando,660362666
Pomeroy College of Nursing at Crouse Hospital,160960470
Pomona College,951664112
Pomona Unified School District Adult and Career Education,956002457
Ponca City Beauty College,463382997
Ponce Health Sciences University,660379122
Ponce Health Sciences University-Centro Universitario de San Juan,452847914
Ponce Health Sciences University-East,660379122
Ponce Health Sciences University-St Louis,452847914
Pontifical Catholic University of Puerto Rico-Arecibo,660191965
Pontifical Catholic University of Puerto Rico-Mayaguez,660191965
Pontifical Catholic University of Puerto Rico-Ponce,660191965
Pontifical College Josephinum,314379535
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,536016922
Pontifical John Paul II Institute for Studies on Marriage and Family,521547103
Pontotoc Technology Center,731308991
Poplar Bluff Technical Career Center,430792268
Port Huron Cosmetology College,382037584
Portage Lakes Career Center,341142856
Porter & Chester Institute,60852205
Porter & Chester Institute of Hamden,61431043
Porterville College,956006644
Portland Actors Conservatory,930966422
Portland Community College,930575187
Portland State University,936001786
Post University,201003413
Potomac State College of West Virginia University,556000793
PPG Technical College,660722117
Prairie State College,362603931
Prairie View A & M University,746001078
Pratt Community College,480699112
Pratt Institute-Main,111630822
Praxis Institute,592142512
Premier Academy of Cosmetology,461220759
Premier Barber Institute,454113667
Premier Barber School,831157477
Premiere Aesthetics Institute,474949444
Premiere Aesthetics Institute-Meridian,474949444
Premiere Career College,954346045
Premiere International College,270556897
Presbyterian College,570314408
Presbyterian Theological Seminary in America,953608910
Prescott College,860294012
Presidio Graduate School,943185612
Prestige Health & Beauty Sciences Academy,921890507
Prince George's Community College,237011243
Princess Institute of Beauty,464723196
Princeton Theological Seminary,210635010
Princeton University,210634501
Prism Career Institute-Cherry Hill,200653870
Prism Career Institute-Philadelphia,200653980
Prism Career Institute-West Atlantic City,200653870
Pro Beauty Academy,455369172
Pro Way Hair School,621434039
Professional Culinary Academy,263151410
Professional Golfers Career College,330438876
Professional Institute of Beauty,952495575
Professional Skills Institute,811097786
Professional Technical Institution,660480793
Professional University Dr. Carlos J. Borrero Rios,660716502
Professional's Choice Hair Design Academy,363225342
Profile Institute of Barber-Styling,581424843
Protege Academy,202458410
Protege Academy,202458410
Providence Christian College,830340684
Providence College,50258932
Provo College,870506496
Provo College-Idaho Falls Campus,870678910
Pueblo Community College,383721881
Puerto Rico Advance Institute,660747970
Puerto Rico Conservatory of Music,660532997
Purdue University Fort Wayne,356002041
Purdue University Global,821319401
Purdue University Northwest,356002041
Purdue University-Main Campus,356002041
Pure Aesthetics Natural Skincare School,651254309
Putnam Career and Technical Center,556000387
Queen City College,841969772
Queens University of Charlotte,560530003
Quincy College,46001409
Quincy University,370661231
Quinnipiac University,60646701
Quinsigamond Community College,42492727
Rabbi Jacob Joseph School,135562257
Rabbinical Academy Mesivta Rabbi Chaim Berlin,112145827
Rabbinical College Beth Shraga,131930056
